audio_id,question_id,wpm,pause_count,speech_duration,word_count,average_pause,silence_ratio,long_pause_count,filler_count,repetition_count,hesitation_label
AUD_3921,Spontaneous,122,14,54.24,148,,,,,,High
AUD_3922,Spontaneous,136,11,35.32,196,,,,,,High
AUD_3923,Reading,106,12,32.96,152,,,,,,Medium
AUD_3924,Reading,139,9,80.2,164,,,,,,Medium
AUD_3925,Spontaneous,174,8,86.14,53,,,,,,High
AUD_3926,Spontaneous,171,2,25.6,136,,,,,,High
AUD_3927,Spontaneous,96,2,73.54,95,,,,,,Low
AUD_3928,Reading,124,2,51.73,132,,,,,,Medium
AUD_3929,Spontaneous,114,3,47.23,99,,,,,,High
AUD_3930,Reading,133,11,68.26,75,,,,,,High
AUD_3931,Reading,165,3,38.64,120,,,,,,Medium
AUD_3932,Reading,156,10,21.44,81,,,,,,High
AUD_3933,Spontaneous,121,6,34.98,160,,,,,,High
AUD_3934,Spontaneous,124,2,32.94,166,,,,,,Medium
AUD_3935,Spontaneous,149,8,22.38,146,,,,,,Medium
AUD_3936,Reading,107,11,42.49,75,,,,,,High
AUD_3937,Reading,99,3,53.22,137,,,,,,High
AUD_3938,Spontaneous,112,4,71.51,100,,,,,,High
AUD_3939,Spontaneous,101,5,42.8,136,,,,,,High
AUD_3940,Reading,122,4,33.62,75,,,,,,Medium
AUD_3941,Reading,174,4,36.14,173,,,,,,High
AUD_3942,Reading,101,10,82.38,80,,,,,,Low
AUD_3943,Reading,164,13,34.33,175,,,,,,High
AUD_3944,Spontaneous,138,5,81.55,94,,,,,,Medium
AUD_3945,Reading,147,9,51.3,80,,,,,,High
AUD_3946,Reading,105,2,85.41,160,,,,,,Medium
AUD_3947,Spontaneous,104,14,48.57,110,,,,,,High
AUD_3948,Spontaneous,105,7,32.44,94,,,,,,High
AUD_3949,Spontaneous,150,2,58.43,109,,,,,,Medium
AUD_3950,Spontaneous,157,6,61.14,101,,,,,,High
AUD_3951,Reading,173,8,64.48,101,,,,,,High
AUD_3952,Reading,126,14,48.8,125,,,,,,High
AUD_3953,Reading,132,13,23.4,111,,,,,,High
AUD_3954,Reading,132,2,63.87,116,,,,,,High
AUD_3955,Reading,114,10,85.31,128,,,,,,High
AUD_3956,Spontaneous,120,13,87.03,98,,,,,,High
AUD_3957,Spontaneous,166,12,61.78,137,,,,,,Medium
AUD_3958,Reading,121,10,21.39,164,,,,,,Medium
AUD_3959,Spontaneous,168,7,27.42,93,,,,,,Medium
AUD_3960,Reading,117,3,78.38,85,,,,,,High
AUD_3961,Reading,121,3,78.08,71,,,,,,Medium
AUD_3962,Reading,140,10,86.22,179,,,,,,High
AUD_3963,Reading,99,14,59.46,56,,,,,,Low
AUD_3964,Reading,173,5,80.47,65,,,,,,High
AUD_3965,Spontaneous,164,7,77.74,143,,,,,,High
AUD_3966,Spontaneous,150,14,61.26,93,,,,,,High
AUD_3967,Reading,179,11,74.85,159,,,,,,Medium
AUD_3968,Reading,91,3,28.8,114,,,,,,High
AUD_3969,Spontaneous,127,5,64.74,122,,,,,,High
AUD_3970,Reading,167,3,86.74,120,,,,,,High
AUD_3971,Reading,129,4,31.34,123,,,,,,Medium
AUD_3972,Reading,90,3,72.08,74,,,,,,Medium
AUD_3973,Spontaneous,104,9,42.46,131,,,,,,Medium
AUD_3974,Reading,129,6,77.2,120,,,,,,Medium
AUD_3975,Reading,150,6,68.8,106,,,,,,Medium
AUD_3976,Spontaneous,105,9,84.83,99,,,,,,High
AUD_3977,Reading,130,12,69.84,124,,,,,,Medium
AUD_3978,Reading,91,9,48.72,187,,,,,,High
AUD_3979,Spontaneous,133,14,20.76,199,,,,,,Medium
AUD_3980,Spontaneous,171,8,75.5,90,,,,,,Medium
AUD_3981,Reading,144,6,48.59,96,,,,,,Medium
AUD_3982,Spontaneous,130,8,66.94,191,,,,,,Medium
AUD_3983,Reading,105,14,27.35,180,,,,,,High
AUD_3984,Reading,108,2,82.37,127,,,,,,High
AUD_3985,Spontaneous,97,4,50.5,102,,,,,,High
AUD_3986,Reading,157,4,84.38,65,,,,,,High
AUD_3987,Spontaneous,97,3,69.49,168,,,,,,Low
AUD_3988,Spontaneous,125,7,28.5,77,,,,,,Medium
AUD_3989,Spontaneous,157,4,60.54,179,,,,,,High
AUD_3990,Reading,154,5,83.7,110,,,,,,Medium
AUD_3991,Spontaneous,142,4,76.0,104,,,,,,High
AUD_3992,Reading,141,8,49.26,67,,,,,,High
AUD_3993,Spontaneous,98,5,86.85,98,,,,,,High
AUD_3994,Spontaneous,106,6,38.8,151,,,,,,High
AUD_3995,Reading,138,8,46.26,91,,,,,,Medium
AUD_3996,Reading,121,5,72.48,56,,,,,,High
AUD_3997,Spontaneous,92,7,36.3,181,,,,,,High
AUD_3998,Reading,162,10,56.08,108,,,,,,Medium
AUD_3999,Reading,149,7,71.02,98,,,,,,Medium
AUD_4000,Spontaneous,119,6,65.08,109,,,,,,High
AUD_4001,Spontaneous,99,13,30.88,55,,,,,,High
AUD_4002,Reading,143,14,64.08,197,,,,,,High
AUD_4003,Spontaneous,121,2,60.09,80,,,,,,Medium
AUD_4004,Spontaneous,113,9,59.05,165,,,,,,Medium
AUD_4005,Spontaneous,155,6,77.82,199,,,,,,High
AUD_4006,Reading,120,6,32.87,134,,,,,,High
AUD_4007,Reading,102,4,72.61,96,,,,,,Medium
AUD_4008,Reading,133,11,73.26,93,,,,,,Medium
AUD_4009,Spontaneous,165,13,70.59,105,,,,,,Medium
AUD_4010,Reading,166,3,55.42,92,,,,,,Medium
AUD_4011,Spontaneous,166,2,47.69,103,,,,,,Medium
AUD_4012,Spontaneous,128,10,47.63,117,,,,,,Low
AUD_4013,Spontaneous,161,6,71.37,102,,,,,,Medium
AUD_4014,Spontaneous,167,11,54.85,89,,,,,,Medium
AUD_4015,Reading,131,13,43.69,135,,,,,,Medium
AUD_4016,Spontaneous,119,5,63.78,186,,,,,,Medium
AUD_4017,Spontaneous,153,8,78.59,144,,,,,,High
AUD_4018,Reading,171,14,24.31,187,,,,,,High
AUD_4019,Spontaneous,177,5,88.05,59,,,,,,Low
AUD_4020,Reading,116,12,26.77,187,,,,,,Medium
AUD_4021,Reading,176,3,55.82,85,,,,,,Medium
AUD_4022,Reading,135,10,59.21,92,,,,,,Medium
AUD_4023,Spontaneous,118,9,29.67,156,,,,,,High
AUD_4024,Reading,179,13,84.09,181,,,,,,Medium
AUD_4025,Spontaneous,169,5,53.0,189,,,,,,High
AUD_4026,Reading,152,9,30.02,173,,,,,,Medium
AUD_4027,Reading,171,13,69.81,98,,,,,,High
AUD_4028,Reading,151,14,66.44,190,,,,,,Low
AUD_4029,Reading,130,10,87.4,173,,,,,,Medium
AUD_4030,Spontaneous,175,3,50.91,117,,,,,,Low
AUD_4031,Spontaneous,177,5,38.75,151,,,,,,Low
AUD_4032,Reading,118,12,24.2,139,,,,,,Medium
AUD_4033,Reading,122,7,71.32,58,,,,,,Medium
AUD_4034,Reading,124,8,63.21,59,,,,,,Medium
AUD_4035,Spontaneous,164,6,88.08,174,,,,,,Medium
AUD_4036,Reading,161,11,69.85,164,,,,,,High
AUD_4037,Reading,178,13,85.32,114,,,,,,High
AUD_4038,Spontaneous,132,11,89.41,161,,,,,,Medium
AUD_4039,Reading,156,14,49.99,121,,,,,,Medium
AUD_4040,Reading,167,8,30.52,123,,,,,,High
AUD_4041,Reading,110,12,33.71,103,,,,,,High
AUD_4042,Reading,146,5,42.29,138,,,,,,High
AUD_4043,Spontaneous,139,9,55.62,144,,,,,,High
AUD_4044,Spontaneous,157,4,28.57,152,,,,,,Medium
AUD_4045,Spontaneous,153,14,41.12,110,,,,,,High
AUD_4046,Reading,163,4,41.55,185,,,,,,High
AUD_4047,Reading,118,6,20.29,177,,,,,,High
AUD_4048,Spontaneous,109,7,44.79,114,,,,,,High
AUD_4049,Reading,162,4,28.13,54,,,,,,High
AUD_4050,Reading,122,11,50.08,169,,,,,,High
AUD_4051,Spontaneous,116,3,33.76,164,,,,,,Medium
AUD_4052,Spontaneous,120,6,77.55,158,,,,,,Medium
AUD_4053,Reading,96,11,25.64,92,,,,,,Medium
AUD_4054,Spontaneous,160,7,80.6,75,,,,,,High
AUD_4055,Reading,154,4,60.64,60,,,,,,Medium
AUD_4056,Spontaneous,140,8,52.1,179,,,,,,Medium
AUD_4057,Spontaneous,154,4,58.48,70,,,,,,High
AUD_4058,Reading,124,13,46.33,164,,,,,,High
AUD_4059,Reading,117,14,28.93,177,,,,,,Medium
AUD_4060,Spontaneous,168,3,73.61,125,,,,,,Low
AUD_4061,Reading,128,14,84.95,122,,,,,,High
AUD_4062,Reading,108,11,86.5,136,,,,,,Medium
AUD_4063,Reading,157,5,66.95,155,,,,,,Medium
AUD_4064,Spontaneous,120,4,48.72,182,,,,,,Medium
AUD_4065,Reading,109,8,53.49,58,,,,,,High
AUD_4066,Reading,92,9,65.99,168,,,,,,High
AUD_4067,Spontaneous,177,4,77.62,99,,,,,,Medium
AUD_4068,Spontaneous,132,7,46.22,59,,,,,,Medium
AUD_4069,Spontaneous,105,2,84.17,162,,,,,,Medium
AUD_4070,Spontaneous,158,6,42.7,59,,,,,,High
AUD_4071,Reading,170,3,57.16,127,,,,,,Medium
AUD_4072,Reading,138,2,87.3,85,,,,,,High
AUD_4073,Spontaneous,93,14,85.67,105,,,,,,High
AUD_4074,Spontaneous,123,8,68.7,167,,,,,,High
AUD_4075,Reading,112,11,42.72,86,,,,,,High
AUD_4076,Reading,147,5,35.33,97,,,,,,High
AUD_4077,Spontaneous,137,6,25.61,199,,,,,,Medium
AUD_4078,Reading,122,3,69.61,136,,,,,,Medium
AUD_4079,Reading,148,9,55.24,110,,,,,,Medium
AUD_4080,Spontaneous,143,12,60.06,124,,,,,,High
AUD_4081,Spontaneous,172,14,53.07,166,,,,,,High
AUD_4082,Spontaneous,144,11,53.81,164,,,,,,High
AUD_4083,Spontaneous,136,4,59.99,148,,,,,,Medium
AUD_4084,Reading,164,8,84.0,97,,,,,,Medium
AUD_4085,Spontaneous,108,12,22.06,86,,,,,,Medium
AUD_4086,Reading,112,2,76.11,54,,,,,,High
AUD_4087,Reading,161,11,47.34,149,,,,,,Medium
AUD_4088,Reading,130,2,72.14,66,,,,,,High
AUD_4089,Spontaneous,127,8,86.4,139,,,,,,Medium
AUD_4090,Reading,170,2,41.44,157,,,,,,Medium
AUD_4091,Spontaneous,145,13,26.27,69,,,,,,Medium
AUD_4092,Spontaneous,162,10,36.26,152,,,,,,High
AUD_4093,Spontaneous,163,10,35.55,146,,,,,,High
AUD_4094,Reading,101,9,71.93,193,,,,,,Medium
AUD_4095,Spontaneous,149,9,24.33,56,,,,,,High
AUD_4096,Spontaneous,176,5,23.57,143,,,,,,High
AUD_4097,Reading,133,5,68.55,115,,,,,,High
AUD_4098,Spontaneous,156,6,58.97,61,,,,,,Medium
AUD_4099,Reading,141,10,49.24,89,,,,,,High
AUD_4100,Reading,108,4,60.28,50,,,,,,High
AUD_4101,Spontaneous,108,5,71.47,107,,,,,,High
AUD_4102,Spontaneous,129,11,27.24,180,,,,,,High
AUD_4103,Spontaneous,133,6,58.73,57,,,,,,Medium
AUD_4104,Spontaneous,135,8,77.71,139,,,,,,Medium
AUD_4105,Reading,176,6,45.37,124,,,,,,High
AUD_4106,Spontaneous,99,10,73.41,134,,,,,,Medium
AUD_4107,Spontaneous,124,7,79.18,54,,,,,,High
AUD_4108,Reading,136,4,77.47,75,,,,,,Medium
AUD_4109,Spontaneous,177,7,65.52,134,,,,,,Medium
AUD_4110,Spontaneous,135,7,70.21,122,,,,,,Medium
AUD_4111,Spontaneous,160,13,75.14,194,,,,,,Medium
AUD_4112,Spontaneous,157,11,71.36,150,,,,,,High
AUD_4113,Spontaneous,141,2,51.62,115,,,,,,Low
AUD_4114,Reading,102,8,31.14,168,,,,,,Medium
AUD_4115,Spontaneous,110,4,41.68,96,,,,,,Medium
AUD_4116,Reading,112,2,34.51,141,,,,,,Medium
AUD_4117,Reading,93,2,45.3,76,,,,,,High
AUD_4118,Reading,124,6,54.25,89,,,,,,High
AUD_4119,Reading,145,11,87.13,50,,,,,,High
AUD_4120,Spontaneous,103,11,87.16,188,,,,,,Medium
AUD_4121,Spontaneous,106,3,73.87,67,,,,,,Medium
AUD_4122,Reading,154,3,88.61,140,,,,,,High
AUD_4123,Spontaneous,105,13,89.86,96,,,,,,Medium
AUD_4124,Spontaneous,102,5,81.97,70,,,,,,High
AUD_4125,Reading,178,11,25.57,178,,,,,,Medium
AUD_4126,Spontaneous,91,12,49.82,63,,,,,,Medium
AUD_4127,Reading,119,13,57.39,69,,,,,,Medium
AUD_4128,Reading,93,13,28.69,170,,,,,,Medium
AUD_4129,Spontaneous,165,8,76.6,171,,,,,,High
AUD_4130,Spontaneous,143,9,30.41,101,,,,,,Medium
AUD_4131,Spontaneous,94,12,46.83,117,,,,,,High
AUD_4132,Reading,145,11,24.82,86,,,,,,High
AUD_4133,Reading,101,8,56.72,131,,,,,,High
AUD_4134,Spontaneous,135,10,61.79,98,,,,,,Medium
AUD_4135,Reading,150,8,71.46,88,,,,,,Medium
AUD_4136,Spontaneous,103,5,43.76,187,,,,,,High
AUD_4137,Spontaneous,135,10,61.34,186,,,,,,High
AUD_4138,Spontaneous,131,10,71.39,141,,,,,,High
AUD_4139,Spontaneous,172,4,73.34,190,,,,,,High
AUD_4140,Reading,180,11,41.11,67,,,,,,High
AUD_4141,Spontaneous,149,9,24.74,189,,,,,,Medium
AUD_4142,Reading,167,2,22.63,121,,,,,,Medium
AUD_4143,Reading,148,3,73.76,54,,,,,,High
AUD_4144,Reading,169,9,46.98,56,,,,,,High
AUD_4145,Reading,129,14,29.38,192,,,,,,Medium
AUD_4146,Reading,145,9,32.91,195,,,,,,High
AUD_4147,Reading,166,7,73.63,87,,,,,,High
AUD_4148,Spontaneous,173,9,61.92,75,,,,,,High
AUD_4149,Reading,92,9,55.1,108,,,,,,Medium
AUD_4150,Spontaneous,99,3,63.61,101,,,,,,Medium
AUD_4151,Reading,174,4,29.62,198,,,,,,Medium
AUD_4152,Spontaneous,141,8,42.33,194,,,,,,Medium
AUD_4153,Spontaneous,179,4,46.18,156,,,,,,High
AUD_4154,Reading,161,14,42.01,111,,,,,,High
AUD_4155,Spontaneous,164,12,80.51,108,,,,,,High
AUD_4156,Spontaneous,125,3,60.7,51,,,,,,High
AUD_4157,Reading,113,7,71.05,74,,,,,,High
AUD_4158,Reading,144,3,36.57,68,,,,,,High
AUD_4159,Reading,169,3,38.49,74,,,,,,Medium
AUD_4160,Reading,155,12,35.77,53,,,,,,Medium
AUD_4161,Reading,132,3,68.16,52,,,,,,High
AUD_4162,Reading,158,5,44.43,155,,,,,,Medium
AUD_4163,Reading,152,8,48.36,187,,,,,,Medium
AUD_4164,Reading,172,7,69.64,162,,,,,,Medium
AUD_4165,Spontaneous,114,6,88.03,76,,,,,,Medium
AUD_4166,Reading,101,5,31.33,161,,,,,,High
AUD_4167,Spontaneous,132,3,24.39,139,,,,,,Medium
AUD_4168,Reading,122,12,33.64,178,,,,,,Medium
AUD_4169,Reading,178,9,71.45,93,,,,,,High
AUD_4170,Reading,91,14,33.62,101,,,,,,High
AUD_4171,Reading,174,13,60.9,114,,,,,,Medium
AUD_4172,Spontaneous,176,3,61.32,60,,,,,,High
AUD_4173,Spontaneous,95,12,40.61,117,,,,,,Medium
AUD_4174,Reading,170,9,24.81,170,,,,,,Medium
AUD_4175,Spontaneous,132,11,47.94,126,,,,,,High
AUD_4176,Reading,159,5,33.07,64,,,,,,Medium
AUD_4177,Spontaneous,97,13,32.91,106,,,,,,Medium
AUD_4178,Reading,176,6,56.58,123,,,,,,Medium
AUD_4179,Spontaneous,145,12,67.12,113,,,,,,Medium
AUD_4180,Spontaneous,171,2,25.28,60,,,,,,High
AUD_4181,Spontaneous,151,3,60.48,170,,,,,,Medium
AUD_4182,Reading,138,12,37.23,174,,,,,,High
AUD_4183,Spontaneous,106,9,67.13,197,,,,,,Medium
AUD_4184,Reading,106,2,76.72,79,,,,,,High
AUD_4185,Spontaneous,133,4,76.49,59,,,,,,Medium
AUD_4186,Reading,168,3,45.89,103,,,,,,High
AUD_4187,Reading,100,11,59.71,178,,,,,,High
AUD_4188,Reading,180,6,75.56,107,,,,,,High
AUD_4189,Spontaneous,169,13,24.26,198,,,,,,Medium
AUD_4190,Spontaneous,125,5,62.39,192,,,,,,Medium
AUD_4191,Reading,113,5,78.56,196,,,,,,High
AUD_4192,Reading,173,14,46.06,181,,,,,,Medium
AUD_4193,Reading,101,5,51.88,125,,,,,,Medium
AUD_4194,Spontaneous,121,12,68.91,138,,,,,,Medium
AUD_4195,Spontaneous,98,5,24.75,147,,,,,,High
AUD_4196,Spontaneous,176,5,46.99,130,,,,,,High
AUD_4197,Spontaneous,146,7,40.7,119,,,,,,Medium
AUD_4198,Spontaneous,120,3,21.19,61,,,,,,Medium
AUD_4199,Reading,115,14,33.72,176,,,,,,Medium
AUD_4200,Reading,130,14,47.71,128,,,,,,Medium
AUD_4201,Reading,98,5,33.82,194,,,,,,Medium
AUD_4202,Reading,170,8,62.17,178,,,,,,High
AUD_4203,Spontaneous,136,8,51.41,63,,,,,,High
AUD_4204,Spontaneous,155,2,22.76,168,,,,,,High
AUD_4205,Reading,111,11,39.25,51,,,,,,High
AUD_4206,Spontaneous,135,13,21.36,53,,,,,,Medium
AUD_4207,Reading,109,10,45.07,115,,,,,,High
AUD_4208,Spontaneous,163,8,38.14,139,,,,,,Medium
AUD_4209,Spontaneous,160,12,68.17,109,,,,,,High
AUD_4210,Reading,103,7,41.52,146,,,,,,Medium
AUD_4211,Reading,97,3,46.26,176,,,,,,High
AUD_4212,Reading,164,7,70.77,109,,,,,,High
AUD_4213,Spontaneous,100,6,53.66,132,,,,,,High
AUD_4214,Spontaneous,139,10,58.95,123,,,,,,Medium
AUD_4215,Spontaneous,138,13,78.89,104,,,,,,Medium
AUD_4216,Reading,108,2,34.48,75,,,,,,High
AUD_4217,Reading,143,6,89.24,170,,,,,,High
AUD_4218,Reading,135,4,83.01,116,,,,,,High
AUD_4219,Spontaneous,136,10,40.06,165,,,,,,Medium
AUD_4220,Spontaneous,122,13,82.51,116,,,,,,High
AUD_4221,Reading,165,2,72.78,55,,,,,,High
AUD_4222,Reading,98,7,85.15,163,,,,,,High
AUD_4223,Reading,129,4,68.38,59,,,,,,High
AUD_4224,Spontaneous,113,2,67.21,87,,,,,,High
AUD_4225,Spontaneous,166,12,20.24,173,,,,,,Medium
AUD_4226,Reading,110,4,53.22,126,,,,,,Medium
AUD_4227,Reading,159,3,34.02,151,,,,,,High
AUD_4228,Reading,145,11,42.69,61,,,,,,High
AUD_4229,Spontaneous,169,13,88.52,95,,,,,,High
AUD_4230,Spontaneous,143,13,25.99,98,,,,,,High
AUD_4231,Spontaneous,140,13,70.57,140,,,,,,Medium
AUD_4232,Reading,162,9,32.11,173,,,,,,Medium
AUD_4233,Reading,141,4,20.52,121,,,,,,High
AUD_4234,Reading,166,12,55.1,151,,,,,,Low
AUD_4235,Reading,94,8,31.29,92,,,,,,High
AUD_4236,Reading,135,11,87.58,109,,,,,,Medium
AUD_4237,Reading,163,7,34.26,150,,,,,,Medium
AUD_4238,Reading,166,8,33.44,135,,,,,,Medium
AUD_4239,Reading,165,12,22.25,175,,,,,,High
AUD_4240,Reading,144,8,43.09,60,,,,,,Medium
AUD_4241,Reading,179,11,21.69,84,,,,,,High
AUD_4242,Reading,106,2,54.92,72,,,,,,High
AUD_4243,Spontaneous,106,5,55.39,198,,,,,,Medium
AUD_4244,Reading,93,5,23.73,77,,,,,,Medium
AUD_4245,Reading,179,6,36.8,165,,,,,,Medium
AUD_4246,Spontaneous,121,11,78.25,144,,,,,,Medium
AUD_4247,Reading,159,6,52.38,107,,,,,,High
AUD_4248,Spontaneous,95,9,50.42,102,,,,,,Medium
AUD_4249,Spontaneous,117,5,68.91,77,,,,,,Medium
AUD_4250,Reading,146,14,70.04,91,,,,,,Medium
AUD_4251,Reading,137,2,73.34,134,,,,,,High
AUD_4252,Spontaneous,109,6,78.13,142,,,,,,Medium
AUD_4253,Reading,132,2,36.26,173,,,,,,High
AUD_4254,Reading,100,13,24.65,96,,,,,,Medium
AUD_4255,Reading,139,4,46.62,164,,,,,,High
AUD_4256,Spontaneous,99,9,79.86,59,,,,,,High
AUD_4257,Spontaneous,147,11,25.46,72,,,,,,High
AUD_4258,Reading,104,6,60.32,54,,,,,,Medium
AUD_4259,Reading,139,8,69.08,131,,,,,,High
AUD_4260,Spontaneous,102,2,53.7,168,,,,,,Medium
AUD_4261,Spontaneous,126,7,37.86,55,,,,,,Medium
AUD_4262,Reading,122,13,42.84,174,,,,,,Medium
AUD_4263,Reading,158,9,25.02,96,,,,,,Medium
AUD_4264,Reading,148,7,40.48,77,,,,,,High
AUD_4265,Spontaneous,174,5,23.11,62,,,,,,High
AUD_4266,Spontaneous,173,12,70.84,74,,,,,,Medium
AUD_4267,Reading,155,9,82.86,56,,,,,,Medium
AUD_4268,Spontaneous,159,9,64.35,129,,,,,,Medium
AUD_4269,Reading,146,7,65.97,115,,,,,,Medium
AUD_4270,Reading,152,9,53.05,85,,,,,,High
AUD_4271,Reading,146,13,30.92,51,,,,,,Low
AUD_4272,Reading,118,7,20.54,162,,,,,,Medium
AUD_4273,Reading,122,5,44.08,87,,,,,,High
AUD_4274,Spontaneous,142,12,72.6,63,,,,,,Medium
AUD_4275,Spontaneous,155,13,87.23,192,,,,,,High
AUD_4276,Reading,127,7,50.18,134,,,,,,High
AUD_4277,Spontaneous,103,10,45.58,189,,,,,,Medium
AUD_4278,Reading,131,9,51.22,164,,,,,,High
AUD_4279,Spontaneous,177,8,49.94,146,,,,,,Medium
AUD_4280,Spontaneous,109,6,63.81,135,,,,,,High
AUD_4281,Spontaneous,148,14,71.39,151,,,,,,Medium
AUD_4282,Spontaneous,178,8,74.95,131,,,,,,High
AUD_4283,Reading,124,2,65.47,93,,,,,,Medium
AUD_4284,Spontaneous,170,9,50.64,179,,,,,,Medium
AUD_4285,Spontaneous,168,6,86.51,142,,,,,,Medium
AUD_4286,Spontaneous,121,8,69.77,154,,,,,,High
AUD_4287,Spontaneous,99,8,49.87,174,,,,,,High
AUD_4288,Spontaneous,106,9,51.26,122,,,,,,High
AUD_4289,Spontaneous,123,8,77.26,121,,,,,,Low
AUD_4290,Spontaneous,176,7,50.84,182,,,,,,Medium
AUD_4291,Spontaneous,115,13,56.14,127,,,,,,Medium
AUD_4292,Reading,173,7,40.41,107,,,,,,High
AUD_4293,Reading,106,6,78.72,174,,,,,,Medium
AUD_4294,Reading,177,6,56.56,60,,,,,,High
AUD_4295,Spontaneous,116,5,58.68,76,,,,,,High
AUD_4296,Reading,147,8,81.65,105,,,,,,Medium
AUD_4297,Reading,96,14,84.44,175,,,,,,Medium
AUD_4298,Reading,117,13,77.69,108,,,,,,Medium
AUD_4299,Spontaneous,109,12,24.58,158,,,,,,High
AUD_4300,Reading,90,4,51.05,89,,,,,,Medium
AUD_4301,Reading,104,6,44.03,195,,,,,,Medium
AUD_4302,Reading,143,4,34.95,110,,,,,,High
AUD_4303,Reading,125,9,83.63,171,,,,,,Medium
AUD_4304,Reading,155,6,82.3,155,,,,,,High
AUD_4305,Reading,150,12,52.57,72,,,,,,Medium
AUD_4306,Reading,162,14,29.42,85,,,,,,High
AUD_4307,Spontaneous,168,11,20.94,87,,,,,,Medium
AUD_4308,Reading,164,7,50.69,121,,,,,,High
AUD_4309,Reading,130,2,22.8,105,,,,,,High
AUD_4310,Spontaneous,118,12,62.67,125,,,,,,High
AUD_4311,Spontaneous,135,5,62.59,156,,,,,,High
AUD_4312,Spontaneous,138,10,82.93,198,,,,,,High
AUD_4313,Spontaneous,118,6,33.3,111,,,,,,Medium
AUD_4314,Spontaneous,139,2,46.0,72,,,,,,Medium
AUD_4315,Reading,100,5,80.17,198,,,,,,Medium
AUD_4316,Reading,111,13,53.2,169,,,,,,High
AUD_4317,Reading,157,7,24.18,193,,,,,,Medium
AUD_4318,Spontaneous,106,8,27.75,114,,,,,,Medium
AUD_4319,Reading,103,8,76.94,157,,,,,,Medium
AUD_4320,Reading,116,9,72.06,129,,,,,,High
AUD_4321,Spontaneous,123,6,81.31,182,,,,,,High
AUD_4322,Spontaneous,120,7,28.32,113,,,,,,High
AUD_4323,Reading,124,12,73.23,90,,,,,,Medium
AUD_4324,Spontaneous,103,12,65.86,147,,,,,,High
AUD_4325,Reading,105,3,36.26,138,,,,,,Medium
AUD_4326,Spontaneous,111,13,88.17,155,,,,,,High
AUD_4327,Reading,126,11,59.92,192,,,,,,High
AUD_4328,Reading,120,13,83.48,103,,,,,,High
AUD_4329,Reading,161,3,80.14,126,,,,,,High
AUD_4330,Spontaneous,137,4,43.32,91,,,,,,Medium
AUD_4331,Spontaneous,142,5,57.52,74,,,,,,Medium
AUD_4332,Spontaneous,140,7,50.2,116,,,,,,Medium
AUD_4333,Spontaneous,126,7,69.64,161,,,,,,High
AUD_4334,Reading,178,4,61.16,122,,,,,,High
AUD_4335,Reading,93,2,74.94,199,,,,,,High
AUD_4336,Reading,109,4,20.82,161,,,,,,Medium
AUD_4337,Reading,116,5,68.15,186,,,,,,Medium
AUD_4338,Spontaneous,169,10,42.33,72,,,,,,High
AUD_4339,Spontaneous,173,11,35.7,64,,,,,,High
AUD_4340,Spontaneous,166,9,76.09,176,,,,,,High
AUD_4341,Spontaneous,128,14,26.25,63,,,,,,High
AUD_4342,Reading,172,5,35.99,101,,,,,,Medium
AUD_4343,Spontaneous,99,8,34.26,133,,,,,,High
AUD_4344,Spontaneous,149,14,49.39,85,,,,,,High
AUD_4345,Spontaneous,174,14,42.56,194,,,,,,High
AUD_4346,Reading,158,10,70.43,53,,,,,,High
AUD_4347,Reading,115,3,68.96,180,,,,,,High
AUD_4348,Reading,155,4,42.78,68,,,,,,Medium
AUD_4349,Spontaneous,117,2,50.59,107,,,,,,Medium
AUD_4350,Reading,100,9,34.55,56,,,,,,High
AUD_4351,Reading,155,3,66.96,85,,,,,,High
AUD_4352,Reading,106,8,47.74,125,,,,,,High
AUD_4353,Reading,100,8,29.3,197,,,,,,High
AUD_4354,Reading,140,12,28.91,151,,,,,,Medium
AUD_4355,Reading,146,4,42.56,125,,,,,,High
AUD_4356,Spontaneous,95,3,72.31,117,,,,,,High
AUD_4357,Spontaneous,90,4,21.79,115,,,,,,High
AUD_4358,Reading,169,13,38.04,96,,,,,,High
AUD_4359,Spontaneous,100,9,31.37,183,,,,,,High
AUD_4360,Reading,143,13,86.95,67,,,,,,Medium
AUD_4361,Spontaneous,176,10,69.37,71,,,,,,Medium
AUD_4362,Reading,136,12,36.33,117,,,,,,High
AUD_4363,Spontaneous,103,9,34.52,147,,,,,,High
AUD_4364,Reading,125,12,80.06,58,,,,,,Medium
AUD_4365,Reading,146,3,33.32,124,,,,,,Medium
AUD_4366,Spontaneous,159,13,89.79,66,,,,,,High
AUD_4367,Reading,145,14,39.76,100,,,,,,Medium
AUD_4368,Spontaneous,93,10,25.9,73,,,,,,Medium
AUD_4369,Reading,103,7,68.37,174,,,,,,Medium
AUD_4370,Reading,123,13,62.67,64,,,,,,High
AUD_4371,Reading,154,3,89.99,180,,,,,,High
AUD_4372,Reading,143,10,76.15,101,,,,,,High
AUD_4373,Spontaneous,94,6,50.02,103,,,,,,High
AUD_4374,Spontaneous,162,7,67.36,107,,,,,,Medium
AUD_4375,Spontaneous,144,2,77.25,94,,,,,,Medium
AUD_4376,Spontaneous,170,13,55.96,167,,,,,,Medium
AUD_4377,Spontaneous,128,14,39.1,126,,,,,,Medium
AUD_4378,Reading,134,3,34.71,99,,,,,,Medium
AUD_4379,Reading,126,2,40.67,71,,,,,,Medium
