sample_id,speaker_id,age,gender,region,education_level,english_learning_years,task_type,speech_duration_sec,word_count,speaking_rate_wpm,pause_count,pronunciation_score,fluency_score,intonation_score,overall_score,target_level
AUD_4414,1822,33,Female,Jiangsu,Undergraduate,6,Spontaneous,82.37,198,106.99,6,51,61,83,63.6,Medium
AUD_4415,1454,18,Female,Jiangsu,Undergraduate,11,Reading,74.44,121,114.82,8,77,71,67,72.2,Medium
AUD_4416,1347,26,Female,Henan,Postgraduate,13,Spontaneous,65.7,152,117.71,14,94,70,58,76.0,High
AUD_4417,1539,29,Male,Sichuan,High School,5,Spontaneous,29.03,62,146.33,6,72,75,95,79.8,High
AUD_4418,1771,22,Female,Jiangsu,Undergraduate,9,Spontaneous,46.47,173,105.72,14,99,91,61,85.2,High
AUD_4419,1405,39,Female,Jiangsu,Undergraduate,3,Reading,84.7,199,155.95,13,69,88,58,71.4,Medium
AUD_4420,1075,37,Female,Shanghai,Postgraduate,9,Spontaneous,63.19,56,117.44,5,85,51,50,64.3,Medium
AUD_4421,1940,39,Female,Beijing,Undergraduate,12,Reading,62.24,73,133.95,7,91,99,56,82.89999999999999,High
AUD_4422,1578,41,Male,Beijing,Undergraduate,13,Spontaneous,83.92,182,148.94,4,71,98,88,84.19999999999999,High
AUD_4423,1853,20,Male,Guangdong,High School,4,Spontaneous,59.19,99,138.93,7,60,65,91,70.8,Medium
AUD_4424,1491,22,Male,Shanghai,Postgraduate,14,Reading,61.83,75,149.6,7,77,83,83,80.6,High
AUD_4425,1193,19,Male,Jiangsu,Postgraduate,8,Reading,44.2,187,119.03,12,94,60,81,79.9,High
AUD_4426,1983,31,Male,Beijing,Postgraduate,11,Spontaneous,46.0,60,176.71,12,71,68,77,71.89999999999999,Medium
AUD_4427,1161,19,Male,Zhejiang,High School,8,Spontaneous,67.99,89,131.31,7,66,79,75,72.6,Medium
AUD_4428,1346,30,Female,Zhejiang,Postgraduate,5,Reading,42.43,151,118.97,12,80,56,85,74.3,Medium
AUD_4429,1950,24,Female,Zhejiang,Undergraduate,3,Reading,59.14,60,116.68,4,60,76,89,73.5,Medium
AUD_4430,1360,27,Female,Jiangsu,Postgraduate,14,Spontaneous,39.54,161,93.84,14,85,71,63,74.19999999999999,Medium
AUD_4431,1768,30,Female,Jiangsu,Undergraduate,14,Reading,31.63,143,151.63,9,63,66,94,73.2,Medium
AUD_4432,1583,33,Male,Henan,Postgraduate,6,Reading,51.81,53,113.63,5,84,64,80,76.8,High
AUD_4433,1086,43,Female,Guangdong,Postgraduate,6,Spontaneous,35.22,51,176.3,12,72,58,65,65.7,Medium
AUD_4434,1933,31,Male,Hubei,High School,10,Spontaneous,82.89,94,108.94,3,78,61,88,75.9,High
AUD_4435,1261,28,Female,Guangdong,Postgraduate,12,Spontaneous,41.25,123,137.65,8,72,57,91,73.2,Medium
AUD_4436,1213,27,Female,Guangdong,Postgraduate,12,Reading,61.82,152,156.19,12,93,51,60,70.5,Medium
AUD_4437,1664,23,Female,Sichuan,High School,9,Spontaneous,38.44,91,168.31,9,85,98,60,81.4,High
AUD_4438,1721,21,Male,Zhejiang,Undergraduate,12,Spontaneous,38.06,78,104.08,12,65,97,87,81.19999999999999,High
AUD_4439,1912,38,Female,Jiangsu,Postgraduate,9,Reading,44.54,193,178.69,5,88,65,61,73.0,Medium
AUD_4440,1572,18,Male,Zhejiang,Postgraduate,9,Spontaneous,84.11,149,171.61,7,69,52,91,70.5,Medium
AUD_4441,1779,24,Male,Guangdong,Undergraduate,14,Reading,47.4,181,176.66,9,74,97,58,76.1,High
AUD_4442,1261,41,Female,Jiangsu,High School,4,Reading,77.49,149,166.74,6,68,80,71,72.5,Medium
AUD_4443,1729,26,Male,Shanghai,Postgraduate,11,Spontaneous,33.81,65,168.99,10,75,92,87,83.69999999999999,High
AUD_4444,1282,25,Male,Henan,High School,8,Spontaneous,23.37,55,143.89,7,81,75,58,72.3,Medium
AUD_4445,1647,22,Female,Beijing,Undergraduate,4,Reading,74.72,91,166.08,7,99,90,52,82.19999999999999,High
AUD_4446,1466,36,Female,Beijing,Undergraduate,3,Spontaneous,57.93,177,138.06,13,70,95,88,82.9,High
AUD_4447,1379,27,Female,Guangdong,High School,13,Reading,55.26,149,138.44,14,58,51,84,63.7,Medium
AUD_4448,1361,28,Female,Hubei,Undergraduate,3,Reading,39.05,125,140.63,3,92,79,79,84.2,High
AUD_4449,1448,42,Female,Zhejiang,Undergraduate,3,Spontaneous,25.06,91,179.67,8,68,62,75,68.3,Medium
AUD_4450,1440,32,Female,Shanghai,Postgraduate,6,Spontaneous,53.8,144,99.4,10,98,86,57,82.1,High
AUD_4451,1092,23,Male,Jiangsu,High School,6,Reading,80.71,61,162.5,6,70,63,81,71.2,Medium
AUD_4452,1620,32,Female,Hubei,Postgraduate,14,Reading,28.4,173,114.6,6,67,50,71,63.099999999999994,Medium
AUD_4453,1752,22,Female,Zhejiang,High School,11,Spontaneous,85.04,113,122.51,13,55,81,57,63.39999999999999,Medium
AUD_4454,1866,36,Male,Guangdong,Postgraduate,14,Reading,39.23,78,97.25,14,84,55,94,78.3,High
AUD_4455,1423,39,Female,Zhejiang,Undergraduate,14,Reading,57.25,68,121.64,12,63,71,51,61.8,Medium
AUD_4456,1141,36,Male,Guangdong,High School,3,Reading,24.66,146,179.17,6,58,60,63,60.1,Medium
AUD_4457,1290,27,Female,Sichuan,High School,5,Spontaneous,49.75,94,125.74,2,84,98,54,79.2,High
AUD_4458,1431,29,Female,Beijing,High School,5,Reading,28.81,103,150.27,6,51,72,62,60.599999999999994,Medium
AUD_4459,1748,39,Male,Hubei,High School,10,Reading,23.36,159,100.86,11,55,63,72,62.5,Medium
AUD_4460,1851,21,Female,Beijing,Undergraduate,4,Spontaneous,87.66,129,173.02,9,84,63,62,71.1,Medium
AUD_4461,1823,35,Male,Zhejiang,Undergraduate,8,Reading,71.11,62,164.5,4,74,69,68,70.69999999999999,Medium
AUD_4462,1688,33,Female,Shanghai,Undergraduate,13,Reading,70.33,189,124.77,10,58,56,73,61.9,Medium
AUD_4463,1652,25,Female,Jiangsu,Postgraduate,6,Spontaneous,26.34,162,121.36,10,99,68,84,85.2,High
AUD_4464,1700,21,Male,Guangdong,Undergraduate,12,Spontaneous,85.05,120,128.9,7,80,75,63,73.4,Medium
AUD_4465,1997,42,Female,Jiangsu,Postgraduate,8,Spontaneous,52.86,63,126.11,5,56,71,53,59.6,Low
AUD_4466,1048,40,Female,Beijing,Postgraduate,7,Spontaneous,79.66,91,113.22,5,77,55,75,69.8,Medium
AUD_4467,1301,29,Male,Henan,Undergraduate,14,Spontaneous,20.88,148,179.18,12,51,62,59,56.7,Low
AUD_4468,1880,19,Female,Shanghai,Undergraduate,11,Reading,40.87,125,162.95,2,50,59,87,63.8,Medium
AUD_4469,1189,21,Male,Shanghai,Undergraduate,11,Reading,89.72,153,114.11,11,86,68,87,80.89999999999999,High
AUD_4470,1135,22,Female,Jiangsu,Postgraduate,3,Spontaneous,49.95,170,178.36,6,73,80,83,78.1,High
AUD_4471,1554,20,Male,Beijing,High School,5,Reading,82.19,114,91.4,6,84,59,83,76.19999999999999,High
AUD_4472,1403,26,Female,Henan,Undergraduate,3,Spontaneous,42.96,194,129.41,6,56,86,68,68.6,Medium
AUD_4473,1891,38,Male,Jiangsu,Postgraduate,8,Reading,56.77,87,141.25,13,87,62,52,69.0,Medium
AUD_4474,1864,35,Male,Zhejiang,Postgraduate,14,Reading,79.8,77,93.38,2,78,66,85,76.5,High
AUD_4475,1601,28,Female,Shanghai,Undergraduate,5,Reading,62.41,82,104.49,2,50,54,53,52.1,Low
AUD_4476,1806,20,Female,Shanghai,Postgraduate,3,Spontaneous,70.76,160,113.23,11,79,70,75,75.1,High
AUD_4477,1340,42,Male,Zhejiang,Undergraduate,8,Spontaneous,36.02,175,154.82,13,95,88,60,82.4,High
AUD_4478,1756,40,Female,Beijing,Postgraduate,7,Spontaneous,30.91,177,174.58,3,81,69,52,68.69999999999999,Medium
AUD_4479,1944,19,Male,Shanghai,High School,14,Reading,36.12,119,146.21,2,59,56,98,69.80000000000001,Medium
AUD_4480,1703,26,Female,Hubei,Postgraduate,14,Spontaneous,54.51,134,140.64,14,83,64,58,69.80000000000001,Medium
AUD_4481,1317,31,Female,Henan,Undergraduate,10,Reading,76.07,181,138.31,9,60,64,95,71.7,Medium
AUD_4482,1617,21,Male,Sichuan,High School,4,Reading,44.78,168,121.56,13,97,72,51,75.7,High
AUD_4483,1362,26,Male,Sichuan,Undergraduate,10,Spontaneous,59.54,59,164.49,13,98,82,63,82.69999999999999,High
AUD_4484,1821,30,Female,Sichuan,Postgraduate,14,Reading,76.34,85,138.67,5,86,93,52,77.89999999999999,High
AUD_4485,1381,35,Female,Guangdong,High School,7,Reading,36.71,122,110.71,7,76,51,51,61.0,Medium
AUD_4486,1232,32,Female,Hubei,High School,10,Reading,81.81,181,102.31,9,99,99,71,90.6,High
AUD_4487,1776,27,Female,Guangdong,Postgraduate,14,Spontaneous,86.72,171,178.7,6,97,81,78,86.5,High
AUD_4488,1343,33,Female,Beijing,High School,12,Spontaneous,22.73,185,91.57,7,59,64,82,67.39999999999999,Medium
AUD_4489,1548,29,Male,Zhejiang,High School,6,Spontaneous,24.14,76,174.01,5,87,56,85,77.10000000000001,High
AUD_4490,1816,37,Female,Jiangsu,High School,6,Reading,26.37,186,109.65,7,71,58,59,63.5,Medium
AUD_4491,1552,22,Female,Hubei,Undergraduate,12,Reading,74.37,90,149.18,7,73,77,96,81.1,High
AUD_4492,1528,19,Male,Henan,Undergraduate,6,Spontaneous,33.25,153,117.14,4,57,71,93,72.0,Medium
AUD_4493,1855,27,Male,Beijing,High School,13,Reading,70.8,75,167.38,5,55,52,87,63.7,Medium
AUD_4494,1788,18,Male,Jiangsu,Postgraduate,8,Spontaneous,50.89,181,138.91,7,53,91,70,69.5,Medium
AUD_4495,1818,24,Female,Beijing,Postgraduate,6,Spontaneous,78.54,165,102.7,9,54,51,80,60.9,Medium
AUD_4496,1570,43,Male,Guangdong,Undergraduate,11,Spontaneous,76.6,178,114.29,14,55,71,84,68.5,Medium
AUD_4497,1934,34,Male,Sichuan,Postgraduate,11,Spontaneous,87.18,197,118.83,8,96,74,52,76.2,High
AUD_4498,1182,33,Male,Zhejiang,High School,5,Reading,37.57,141,169.73,5,81,74,68,75.0,High
AUD_4499,1040,44,Male,Guangdong,Postgraduate,9,Reading,36.05,145,159.01,4,87,81,71,80.4,High
AUD_4500,1550,44,Female,Zhejiang,Undergraduate,14,Reading,22.21,101,164.66,12,69,93,69,76.2,High
AUD_4501,1396,41,Female,Hubei,Undergraduate,7,Spontaneous,48.73,143,94.7,9,89,56,85,77.9,High
AUD_4502,1703,20,Female,Jiangsu,High School,14,Reading,52.13,113,142.09,7,94,80,68,82.0,High
AUD_4503,1778,31,Male,Beijing,Undergraduate,11,Spontaneous,87.52,70,179.93,13,85,86,95,88.3,High
AUD_4504,1493,27,Male,Shanghai,Undergraduate,4,Spontaneous,78.15,155,160.67,9,98,53,53,71.0,Medium
AUD_4505,1658,39,Male,Shanghai,Undergraduate,5,Spontaneous,31.68,129,100.86,10,63,82,81,74.1,Medium
AUD_4506,1906,24,Male,Zhejiang,Postgraduate,12,Reading,75.89,125,151.09,10,99,64,57,75.89999999999999,High
AUD_4507,1332,43,Male,Sichuan,Undergraduate,7,Spontaneous,32.48,145,157.08,11,96,58,75,78.30000000000001,High
AUD_4508,1126,34,Male,Sichuan,Postgraduate,14,Reading,25.44,74,136.28,12,68,55,50,58.7,Low
AUD_4509,1557,23,Female,Zhejiang,Undergraduate,7,Reading,78.6,75,97.09,10,60,95,75,75.0,High
AUD_4510,1556,40,Female,Guangdong,Undergraduate,12,Reading,88.32,149,93.12,11,88,80,96,88.0,High
AUD_4511,1000,39,Male,Shanghai,Postgraduate,14,Reading,26.17,130,174.4,2,50,83,92,72.5,Medium
AUD_4512,1167,21,Female,Guangdong,Postgraduate,9,Reading,76.97,76,113.18,13,84,93,58,78.9,High
AUD_4513,1619,34,Male,Jiangsu,High School,10,Reading,80.14,112,124.11,4,68,87,84,78.5,High
AUD_4514,1018,44,Male,Shanghai,High School,10,Reading,28.31,135,161.57,10,82,62,67,71.5,Medium
AUD_4515,1331,26,Female,Jiangsu,Postgraduate,3,Reading,39.83,167,152.03,5,81,85,68,78.3,High
AUD_4516,1583,21,Male,Beijing,Undergraduate,3,Spontaneous,71.36,87,177.17,11,85,81,97,87.39999999999999,High
AUD_4517,1455,24,Female,Guangdong,High School,5,Spontaneous,76.54,95,98.36,13,73,71,65,70.0,Medium
AUD_4518,1956,40,Male,Zhejiang,Postgraduate,3,Reading,44.78,176,153.62,3,92,97,77,89.0,High
AUD_4519,1108,19,Male,Shanghai,Postgraduate,3,Reading,31.2,120,97.4,2,56,78,52,61.4,Medium
AUD_4520,1267,34,Female,Guangdong,Undergraduate,12,Reading,65.38,180,90.01,6,56,60,67,60.5,Medium
AUD_4521,1444,41,Male,Zhejiang,Postgraduate,10,Reading,69.14,183,100.82,5,95,55,62,73.1,Medium
AUD_4522,1239,25,Male,Beijing,High School,3,Reading,55.25,62,145.51,6,96,54,76,77.4,High
AUD_4523,1928,40,Male,Shanghai,Undergraduate,11,Spontaneous,30.15,139,150.86,12,54,50,89,63.3,Medium
AUD_4524,1300,32,Female,Jiangsu,Postgraduate,4,Reading,79.11,161,129.45,6,63,88,88,78.0,High
AUD_4525,1601,32,Male,Beijing,Postgraduate,11,Reading,65.17,82,94.15,9,94,99,73,89.19999999999999,High
AUD_4526,1102,25,Male,Sichuan,Undergraduate,9,Reading,80.84,111,147.07,7,75,59,78,71.1,Medium
AUD_4527,1987,33,Male,Zhejiang,Undergraduate,11,Spontaneous,85.31,112,97.72,4,99,59,71,78.6,High
AUD_4528,1249,36,Female,Henan,Undergraduate,5,Spontaneous,76.4,105,102.76,10,50,98,75,71.9,Medium
AUD_4529,1452,28,Female,Shanghai,High School,3,Reading,87.11,88,136.13,9,62,73,69,67.4,Medium
AUD_4530,1519,19,Female,Shanghai,High School,3,Spontaneous,86.8,109,120.63,10,72,56,73,67.5,Medium
AUD_4531,1152,40,Female,Hubei,Postgraduate,13,Spontaneous,63.35,154,131.83,5,69,71,61,67.2,Medium
AUD_4532,1858,41,Female,Hubei,Postgraduate,12,Spontaneous,70.97,176,147.16,14,56,70,67,63.5,Medium
AUD_4533,1173,34,Male,Beijing,Undergraduate,8,Spontaneous,68.96,132,104.4,9,55,71,96,72.1,Medium
AUD_4534,1342,43,Female,Shanghai,Postgraduate,9,Spontaneous,63.48,154,170.38,12,58,82,61,66.1,Medium
AUD_4535,1669,33,Female,Zhejiang,Postgraduate,11,Spontaneous,21.35,123,140.35,4,77,93,87,84.8,High
AUD_4536,1430,42,Male,Beijing,Undergraduate,8,Spontaneous,44.91,184,91.99,6,59,74,81,70.1,Medium
AUD_4537,1726,32,Female,Jiangsu,High School,7,Spontaneous,27.01,171,146.56,8,84,80,98,87.0,High
AUD_4538,1688,30,Male,Beijing,High School,4,Reading,41.02,111,131.69,2,56,98,72,73.39999999999999,Medium
AUD_4539,1686,32,Female,Beijing,High School,4,Reading,24.8,50,153.15,2,74,65,53,65.0,Medium
AUD_4540,1851,44,Male,Henan,Postgraduate,10,Spontaneous,84.4,128,160.56,4,79,64,61,69.1,Medium
AUD_4541,1849,21,Male,Jiangsu,Undergraduate,3,Spontaneous,51.59,167,174.5,5,92,78,66,80.0,High
AUD_4542,1657,33,Female,Sichuan,High School,10,Reading,33.26,114,179.85,2,75,68,70,71.4,Medium
AUD_4543,1961,29,Female,Hubei,Postgraduate,13,Reading,60.93,115,139.47,9,93,66,86,82.8,High
AUD_4544,1323,21,Male,Zhejiang,Undergraduate,12,Spontaneous,33.75,116,140.54,3,61,75,78,70.30000000000001,Medium
AUD_4545,1989,20,Male,Sichuan,High School,13,Reading,76.31,149,92.02,12,62,85,55,66.8,Medium
AUD_4546,1672,39,Male,Sichuan,High School,9,Spontaneous,41.41,103,167.87,6,89,85,96,89.9,High
AUD_4547,1638,34,Male,Sichuan,Undergraduate,9,Reading,42.04,170,92.58,14,53,84,77,69.5,Medium
AUD_4548,1419,39,Male,Hubei,Postgraduate,7,Spontaneous,80.9,149,146.94,7,50,89,57,63.8,Medium
AUD_4549,1593,35,Male,Guangdong,Postgraduate,5,Reading,59.14,152,98.87,12,55,72,80,67.6,Medium
AUD_4550,1484,42,Male,Hubei,High School,9,Spontaneous,82.11,157,115.73,7,51,58,69,58.5,Low
AUD_4551,1658,35,Female,Sichuan,Undergraduate,9,Reading,48.9,61,102.63,7,95,83,65,82.4,High
AUD_4552,1750,40,Male,Guangdong,Postgraduate,9,Reading,44.07,197,102.37,12,76,67,62,69.1,Medium
AUD_4553,1411,34,Female,Jiangsu,Undergraduate,14,Spontaneous,55.43,136,96.71,2,67,65,64,65.5,Medium
AUD_4554,1935,29,Female,Hubei,Undergraduate,13,Spontaneous,24.3,135,118.61,4,91,81,62,79.3,High
AUD_4555,1083,40,Male,Zhejiang,High School,4,Reading,30.79,81,128.13,4,78,77,96,83.1,High
AUD_4556,1112,38,Male,Sichuan,Undergraduate,5,Reading,35.37,120,131.8,9,82,81,51,72.4,Medium
AUD_4557,1736,41,Female,Shanghai,Undergraduate,5,Spontaneous,77.17,93,129.57,7,52,99,69,71.2,Medium
AUD_4558,1331,21,Male,Jiangsu,Undergraduate,6,Reading,71.37,115,137.13,3,69,67,77,70.8,Medium
AUD_4559,1377,29,Male,Guangdong,Postgraduate,14,Reading,33.53,127,167.38,14,53,93,67,69.2,Medium
AUD_4560,1754,43,Female,Hubei,High School,11,Reading,39.37,104,146.86,2,67,83,56,68.5,Medium
AUD_4561,1654,40,Female,Zhejiang,High School,12,Reading,86.1,65,91.56,5,57,78,70,67.2,Medium
AUD_4562,1040,39,Female,Beijing,Undergraduate,3,Reading,26.01,137,105.57,2,71,70,90,76.4,High
AUD_4563,1934,38,Male,Zhejiang,Undergraduate,14,Spontaneous,58.32,120,121.41,6,90,50,88,77.4,High
AUD_4564,1769,37,Male,Zhejiang,Postgraduate,9,Reading,56.54,117,175.41,13,71,65,58,65.30000000000001,Medium
AUD_4565,1958,32,Female,Sichuan,High School,9,Reading,70.8,173,97.03,12,68,98,93,84.5,High
AUD_4566,1796,40,Male,Sichuan,Postgraduate,13,Spontaneous,38.3,182,153.91,9,77,82,59,73.1,Medium
AUD_4567,1104,33,Female,Hubei,High School,6,Spontaneous,85.43,54,92.98,11,51,70,80,65.4,Medium
AUD_4568,1201,22,Male,Hubei,Postgraduate,13,Spontaneous,48.74,174,122.63,3,58,84,91,75.7,High
AUD_4569,1449,38,Female,Henan,Undergraduate,3,Spontaneous,40.0,180,159.31,9,84,76,62,75.0,High
AUD_4570,1818,32,Male,Guangdong,Postgraduate,5,Spontaneous,43.58,185,120.95,14,71,69,54,65.3,Medium
AUD_4571,1842,34,Female,Henan,Undergraduate,7,Reading,44.41,123,128.73,9,75,80,89,80.7,High
AUD_4572,1972,35,Male,Hubei,High School,14,Reading,33.92,174,171.48,7,83,65,91,80.0,High
AUD_4573,1265,22,Male,Guangdong,High School,4,Reading,84.96,147,95.96,9,56,63,87,67.39999999999999,Medium
AUD_4574,1909,30,Female,Sichuan,Undergraduate,9,Spontaneous,32.24,172,137.49,14,79,97,92,88.3,High
AUD_4575,1209,36,Male,Sichuan,High School,12,Spontaneous,81.8,149,122.96,3,98,81,85,89.0,High
AUD_4576,1562,30,Male,Shanghai,Postgraduate,12,Spontaneous,48.35,102,176.74,8,74,90,51,71.9,Medium
AUD_4577,1117,35,Female,Shanghai,Undergraduate,9,Reading,38.85,125,161.43,13,98,81,55,80.0,High
AUD_4578,1712,31,Male,Jiangsu,High School,14,Reading,33.9,177,100.99,9,58,51,62,57.099999999999994,Low
AUD_4579,1376,21,Male,Sichuan,Postgraduate,12,Reading,55.3,63,173.47,5,76,94,78,82.0,High
AUD_4580,1550,21,Male,Beijing,Postgraduate,7,Reading,66.85,54,109.01,10,50,71,93,69.19999999999999,Medium
AUD_4581,1539,37,Female,Shanghai,High School,14,Reading,82.88,161,97.63,12,82,86,63,77.5,High
AUD_4582,1770,37,Female,Guangdong,High School,12,Reading,65.67,76,138.74,7,57,66,79,66.3,Medium
AUD_4583,1083,36,Female,Zhejiang,Postgraduate,8,Spontaneous,53.86,174,156.3,13,98,81,74,85.7,High
AUD_4584,1453,30,Female,Hubei,Undergraduate,3,Reading,22.34,78,154.44,4,81,87,89,85.2,High
AUD_4585,1666,29,Female,Hubei,High School,6,Reading,84.08,52,138.07,14,89,66,84,80.60000000000001,High
AUD_4586,1628,24,Male,Jiangsu,High School,6,Reading,83.17,186,134.35,5,68,83,86,77.9,High
AUD_4587,1513,42,Male,Shanghai,Undergraduate,13,Reading,46.51,50,177.26,13,85,56,56,67.6,Medium
AUD_4588,1604,29,Female,Zhejiang,Undergraduate,10,Reading,22.03,72,163.85,5,99,78,99,92.7,High
AUD_4589,1677,38,Male,Zhejiang,High School,4,Spontaneous,71.34,116,152.88,2,94,66,87,83.5,High
AUD_4590,1386,21,Male,Shanghai,Undergraduate,3,Reading,75.42,55,107.57,14,71,73,67,70.39999999999999,Medium
AUD_4591,1911,44,Male,Beijing,Postgraduate,9,Reading,57.97,98,163.78,11,88,57,57,69.39999999999999,Medium
AUD_4592,1349,19,Male,Beijing,Postgraduate,8,Spontaneous,48.2,192,157.48,2,75,72,56,68.39999999999999,Medium
AUD_4593,1295,19,Female,Jiangsu,Postgraduate,7,Spontaneous,79.58,79,179.28,2,52,82,83,70.3,Medium
AUD_4594,1257,22,Female,Henan,High School,14,Reading,33.48,89,101.97,5,95,78,85,86.9,High
AUD_4595,1080,40,Male,Beijing,Undergraduate,10,Reading,50.77,112,154.38,2,58,68,90,70.6,Medium
AUD_4596,1936,27,Male,Jiangsu,Postgraduate,13,Reading,21.71,97,178.12,7,84,54,97,78.89999999999999,High
AUD_4597,1267,27,Female,Henan,Undergraduate,4,Reading,31.48,173,131.63,3,56,86,59,65.9,Medium
AUD_4598,1418,26,Male,Henan,Postgraduate,4,Reading,85.86,117,156.01,2,64,72,89,73.9,Medium
AUD_4599,1234,30,Male,Guangdong,Undergraduate,11,Spontaneous,60.47,184,177.78,8,53,75,78,67.1,Medium
AUD_4600,1832,24,Male,Henan,Postgraduate,3,Spontaneous,76.39,92,139.27,7,86,73,65,75.8,High
AUD_4601,1310,22,Female,Shanghai,Postgraduate,8,Reading,54.06,193,152.91,2,77,70,74,74.0,Medium
AUD_4602,1812,43,Female,Henan,Postgraduate,5,Reading,78.44,71,91.81,13,58,82,78,71.19999999999999,Medium
AUD_4603,1974,27,Male,Zhejiang,Postgraduate,7,Spontaneous,57.73,112,136.77,14,84,75,57,73.2,Medium
AUD_4604,1985,27,Male,Jiangsu,Postgraduate,10,Spontaneous,20.32,90,113.02,11,97,59,69,77.2,High
AUD_4605,1356,23,Male,Hubei,Postgraduate,9,Reading,82.98,99,101.81,13,97,91,85,91.60000000000001,High
AUD_4606,1212,44,Male,Beijing,Postgraduate,14,Reading,30.4,116,153.77,10,74,78,76,75.8,High
AUD_4607,1573,36,Male,Hubei,Postgraduate,6,Reading,51.54,135,93.52,7,58,84,62,67.0,Medium
AUD_4608,1048,38,Male,Jiangsu,Postgraduate,10,Reading,53.37,86,171.44,3,82,77,75,78.4,High
AUD_4609,1126,25,Female,Sichuan,Undergraduate,13,Reading,23.31,199,136.6,8,66,61,91,72.0,Medium
AUD_4610,1222,18,Female,Jiangsu,Undergraduate,13,Reading,23.71,76,148.34,4,61,93,74,74.5,Medium
AUD_4611,1920,34,Male,Beijing,High School,12,Spontaneous,73.38,169,112.81,8,58,56,77,63.099999999999994,Medium
AUD_4612,1278,24,Female,Sichuan,Postgraduate,13,Spontaneous,41.03,179,106.4,10,54,65,58,58.5,Low
AUD_4613,1407,31,Male,Sichuan,Undergraduate,4,Spontaneous,48.67,71,111.94,6,96,69,75,81.60000000000001,High
AUD_4614,1504,38,Male,Henan,Undergraduate,9,Spontaneous,59.49,66,110.91,2,75,78,61,71.7,Medium
AUD_4615,1293,38,Female,Beijing,Undergraduate,7,Reading,46.14,161,167.81,6,94,84,75,85.3,High
AUD_4616,1795,34,Female,Sichuan,Undergraduate,13,Spontaneous,74.25,174,160.86,9,68,77,96,79.1,High
AUD_4617,1276,26,Male,Shanghai,Undergraduate,8,Spontaneous,81.91,105,166.75,9,84,56,71,71.7,Medium
AUD_4618,1437,34,Male,Zhejiang,Undergraduate,5,Reading,24.18,92,156.14,4,51,71,50,56.7,Low
AUD_4619,1106,22,Female,Hubei,High School,13,Spontaneous,64.48,170,147.92,5,94,63,61,74.8,Medium
AUD_4620,1657,43,Female,Shanghai,Undergraduate,12,Reading,42.24,182,137.51,13,56,85,73,69.80000000000001,Medium
AUD_4621,1419,42,Male,Shanghai,High School,9,Reading,60.83,179,113.89,9,58,59,79,64.60000000000001,Medium
AUD_4622,1610,37,Male,Beijing,High School,9,Spontaneous,53.87,170,153.48,9,71,51,63,62.6,Medium
AUD_4623,1428,25,Male,Henan,Postgraduate,4,Spontaneous,43.36,181,102.29,8,91,71,72,79.3,High
AUD_4624,1374,23,Female,Beijing,Postgraduate,3,Spontaneous,26.64,161,136.0,7,82,65,51,67.60000000000001,Medium
AUD_4625,1072,28,Male,Hubei,Postgraduate,12,Reading,59.16,183,107.57,5,65,84,52,66.8,Medium
AUD_4626,1948,36,Female,Zhejiang,Undergraduate,4,Spontaneous,27.9,54,135.43,11,92,96,55,82.1,High
AUD_4627,1997,21,Male,Jiangsu,Postgraduate,14,Reading,30.93,110,116.45,14,73,89,68,76.30000000000001,High
AUD_4628,1633,35,Female,Shanghai,Undergraduate,10,Spontaneous,88.75,105,94.81,10,57,97,70,72.9,Medium
AUD_4629,1029,18,Female,Sichuan,Undergraduate,13,Reading,42.17,151,135.33,3,79,60,94,77.8,High
AUD_4630,1187,30,Female,Zhejiang,Postgraduate,12,Spontaneous,60.91,168,106.36,3,75,92,69,78.3,High
AUD_4631,1363,31,Female,Shanghai,Postgraduate,5,Spontaneous,39.06,62,104.5,2,94,92,70,86.2,High
AUD_4632,1865,41,Male,Jiangsu,High School,13,Reading,80.59,75,124.59,12,97,82,89,90.10000000000001,High
AUD_4633,1799,18,Female,Henan,High School,6,Spontaneous,39.83,113,122.56,13,84,83,53,74.4,Medium
AUD_4634,1450,28,Female,Sichuan,Undergraduate,10,Spontaneous,45.68,188,168.03,4,94,82,74,84.4,High
AUD_4635,1194,34,Female,Shanghai,Undergraduate,5,Reading,62.59,111,140.82,4,66,68,56,63.599999999999994,Medium
AUD_4636,1155,21,Male,Guangdong,Postgraduate,8,Spontaneous,80.9,173,166.91,5,87,69,56,72.3,Medium
AUD_4637,1171,43,Male,Hubei,Postgraduate,4,Spontaneous,77.13,119,103.22,4,59,59,82,65.89999999999999,Medium
AUD_4638,1846,29,Male,Zhejiang,High School,5,Reading,38.47,124,122.16,11,90,68,75,78.9,High
AUD_4639,1040,27,Male,Hubei,Postgraduate,3,Spontaneous,78.07,59,139.98,7,99,92,66,87.0,High
AUD_4640,1062,23,Male,Beijing,Undergraduate,11,Reading,69.08,193,103.78,10,66,61,57,61.8,Medium
AUD_4641,1022,42,Male,Shanghai,Postgraduate,6,Spontaneous,89.29,61,101.53,9,56,59,75,62.6,Medium
AUD_4642,1359,18,Female,Sichuan,High School,8,Spontaneous,85.48,137,149.53,7,51,56,64,56.400000000000006,Low
AUD_4643,1074,24,Female,Sichuan,Undergraduate,9,Reading,57.32,99,148.85,9,60,89,69,71.4,Medium
AUD_4644,1559,43,Female,Zhejiang,High School,4,Spontaneous,72.5,192,111.07,9,99,60,68,78.0,High
